zac,zac_nazov,kon,kon_nazov,sekundy,km
391,"Dolný Kubín,,Matúškova",388,"Dolný Kubín,,Banisko",111,1
392,"Dolný Kubín,Mokraď,Tech.služby",373,"Dolný Kubín,Mokraď,priem.park",90,0.2
393,"Lipt.Trnovec,,ATC",161,"Lipt.Trnovec,,Krivý kút",108,2
393,"Lipt.Trnovec,,ATC",440,"Lipt.Mikuláš,,Aqua Park",162,2
393,"Lipt.Trnovec,,ATC",467,"Lipt.Mikuláš,,ul.Štefánikova",216,5
394,"Lipt.Mikuláš,Lipt.Ondrašová,kost.",24,"Bobrovec,,Škorupovo",66,1
394,"Lipt.Mikuláš,Lipt.Ondrašová,kost.",408,"Lipt.Mikuláš,Lipt.Ondrašová,otoč.",54,1
394,"Lipt.Mikuláš,Lipt.Ondrašová,kost.",409,"Lipt.Mikuláš,Lipt.Ondrašová,most",62,0.2
395,"Závažná Poruba,,pri pomníku",238,"Závažná Poruba,,Luhy",112,1
395,"Závažná Poruba,,pri pomníku",396,"Závažná Poruba,,kult.dom",66,0.2
396,"Závažná Poruba,,kult.dom",395,"Závažná Poruba,,pri pomníku",77,0.2
396,"Závažná Poruba,,kult.dom",397,"Závažná Poruba,,ul.p.Hrádkom",69,1
397,"Závažná Poruba,,ul.p.Hrádkom",239,"Závažná Poruba,,otoč.",100,1
397,"Závažná Poruba,,ul.p.Hrádkom",396,"Závažná Poruba,,kult.dom",93,1
398,"Prosiek,Zádiel",68,Ižipovce,216,1
398,"Prosiek,Zádiel",196,"Prosiek,,č.d.26",97,2
399,"Lipt.Mikuláš,,ul.Hurbanova MŠ",135,"Lipt.Mikuláš,,centrum",202,1
399,"Lipt.Mikuláš,,ul.Hurbanova MŠ",148,"Lipt.Mikuláš,Palúdzka,ZŠ",151,1
399,"Lipt.Mikuláš,,ul.Hurbanova MŠ",149,"Lipt.Mikuláš,Palúdzka,nem.",130,1
400,"Hybe,,rázc.na Kráľovu Lehotu",61,"Hybe,,Lehotský Adam",162,3
400,"Hybe,,rázc.na Kráľovu Lehotu",63,"Hybe,,motel",88,1
400,"Hybe,,rázc.na Kráľovu Lehotu",64,"Hybe,,nám.",216,4
400,"Hybe,,rázc.na Kráľovu Lehotu",108,"Lipt.Hrádok,,Jánoškov domov",162,2
400,"Hybe,,rázc.na Kráľovu Lehotu",113,"Lipt.Hrádok,,Maša",73,1
401,"Lipt.Mikuláš,,AS",135,"Lipt.Mikuláš,,centrum",252,2
401,"Lipt.Mikuláš,,AS",141,"Lipt.Mikuláš,,ul.Revolučná Lidl",108,1
401,"Lipt.Mikuláš,,AS",148,"Lipt.Mikuláš,Palúdzka,ZŠ",202,2
401,"Lipt.Mikuláš,,AS",149,"Lipt.Mikuláš,Palúdzka,nem.",212,2
401,"Lipt.Mikuláš,,AS",153,"Lipt.Mikuláš,,hotel Jánošík",159,1
401,"Lipt.Mikuláš,,AS",399,"Lipt.Mikuláš,,ul.Hurbanova MŠ",106,1
402,"Jamník,,Jednota",73,"Jamník,,RD otoč.",144,1
402,"Jamník,,Jednota",168,"Jamník,,Mokraď",104,1
403,"Pribylina,,Rač.dol.ráz.h.Esperanto",188,"Pribylina,,Hrdovo",216,4
403,"Pribylina,,Rač.dol.ráz.h.Esperanto",191,"Pribylina,,Potôčky",108,3
403,"Pribylina,,Rač.dol.ráz.h.Esperanto",193,"Pribylina,,garáž SAD",144,1
404,"Lipt.Revúce,Nižná Revúca,Jednota",418,"Lipt.Revúce,Nižná Revúca,r.Teplô",116,3
404,"Lipt.Revúce,Nižná Revúca,Jednota",419,"Lipt.Revúce,Nižná Revúca,Rosa",72,0.2
405,"Lipt.Štiavnica,,mlyn",302,"Lipt.Štiavnica,,Kľučiny",51,0.2
405,"Lipt.Štiavnica,,mlyn",426,"Lipt.Štiavnica,,pri kaplnke",54,1
406,"Ružomberok,,Supra-vily",343,"Ružomberok,,Celulózka",101,1
406,"Ružomberok,,Supra-vily",445,"Lisková,,križ.",148,3
407,"Lipt.Sliače,Stredný Sliač,Dom smútku",310,"Lipt.Sliače,Stredný Sliač,kostol",80,0.2
407,"Lipt.Sliače,Stredný Sliač,Dom smútku",311,"Lipt.Sliače,Stredný Sliač,ZŠ",270,0.2
407,"Lipt.Sliače,Stredný Sliač,Dom smútku",429,"Lipt.Sliače,Vyšný Sliač,družstvo",103,1
408,"Lipt.Mikuláš,Lipt.Ondrašová,otoč.",24,"Bobrovec,,Škorupovo",54,0.2
408,"Lipt.Mikuláš,Lipt.Ondrašová,otoč.",394,"Lipt.Mikuláš,Lipt.Ondrašová,kost.",54,1
409,"Lipt.Mikuláš,Lipt.Ondrašová,most",139,"Lipt.Mikuláš,,Komenského ul.MŠ",157,2
409,"Lipt.Mikuláš,Lipt.Ondrašová,most",163,"Lipt.Trnovec,,rázc.",234,4
409,"Lipt.Mikuláš,Lipt.Ondrašová,most",394,"Lipt.Mikuláš,Lipt.Ondrašová,kost.",64,0.2
409,"Lipt.Mikuláš,Lipt.Ondrašová,most",401,"Lipt.Mikuláš,,AS",216,2
409,"Lipt.Mikuláš,Lipt.Ondrašová,most",440,"Lipt.Mikuláš,,Aqua Park",166,2
409,"Lipt.Mikuláš,Lipt.Ondrašová,most",467,"Lipt.Mikuláš,,ul.Štefánikova",83,1
410,"Lipt.Mikuláš,Palúdzka,ul.Palugyayho",147,"Lipt.Mikuláš,Palúdzka,LAS",54,0.2
410,"Lipt.Mikuláš,Palúdzka,ul.Palugyayho",149,"Lipt.Mikuláš,Palúdzka,nem.",86,1
411,"Lipt.Mikuláš,Demänová,mlynisko",136,"Lipt.Mikuláš,Demänová,rázc.",135,0.2
411,"Lipt.Mikuláš,Demänová,mlynisko",413,"Lipt.Mikuláš,Bodice,Jednota",108,0.2
412,"Lipt.Mikuláš,Bodice,kostol",411,"Lipt.Mikuláš,Demänová,mlynisko",54,0.2
413,"Lipt.Mikuláš,Bodice,Jednota",412,"Lipt.Mikuláš,Bodice,kostol",54,0.2
414,"Lipt.Mikuláš,,Podbreziny Juh",146,"Lipt.Mikuláš,Okoličné,otoč.",54,2
415,"Lipt.Mikuláš,,Podbreziny otoč.",150,"Lipt.Mikuláš,,Podbreziny",54,0.2
416,"Kvačany,,SSC",55,"Huty,,Javorinský potok",675,7
416,"Kvačany,,SSC",96,"Lipt.Matiašovce,,SSC",351,5
417,"Ružomberok,,Supra-stred",337,"Ružomberok,,AS",253,1
417,"Ružomberok,,Supra-stred",356,"Ružomberok,,sídl.SNP",123,1
417,"Ružomberok,,Supra-stred",451,"Ružomberok,,Rove�? Vojenská nem.",108,0.2
418,"Lipt.Revúce,Nižná Revúca,r.Teplô",300,"Lipt.Osada,,Skalno",100,0.2
418,"Lipt.Revúce,Nižná Revúca,r.Teplô",404,"Lipt.Revúce,Nižná Revúca,Jednota",147,3
419,"Lipt.Revúce,Nižná Revúca,Rosa",404,"Lipt.Revúce,Nižná Revúca,Jednota",85,0.2
419,"Lipt.Revúce,Nižná Revúca,Rosa",420,"Lipt.Revúce,Stredná Revúca,ZŠ",144,1
420,"Lipt.Revúce,Stredná Revúca,ZŠ",419,"Lipt.Revúce,Nižná Revúca,Rosa",104,1
420,"Lipt.Revúce,Stredná Revúca,ZŠ",421,"Lipt.Revúce,Stredná Revúca,Migra",76,1
421,"Lipt.Revúce,Stredná Revúca,Migra",420,"Lipt.Revúce,Stredná Revúca,ZŠ",108,1
421,"Lipt.Revúce,Stredná Revúca,Migra",422,"Lipt.Revúce,Stredná Revúca,pož.zbr.",94,1
422,"Lipt.Revúce,Stredná Revúca,pož.zbr.",421,"Lipt.Revúce,Stredná Revúca,Migra",73,1
422,"Lipt.Revúce,Stredná Revúca,pož.zbr.",423,"Lipt.Revúce,Stredná Revúca,Vrbina",79,0.2
423,"Lipt.Revúce,Stredná Revúca,Vrbina",422,"Lipt.Revúce,Stredná Revúca,pož.zbr.",104,0.2
423,"Lipt.Revúce,Stredná Revúca,Vrbina",424,"Lipt.Revúce,Vyšná Revúca,Pilná",83,1
424,"Lipt.Revúce,Vyšná Revúca,Pilná",423,"Lipt.Revúce,Stredná Revúca,Vrbina",108,1
424,"Lipt.Revúce,Vyšná Revúca,Pilná",425,"Lipt.Revúce,Vyšná Revúca,Jednota",155,1
425,"Lipt.Revúce,Vyšná Revúca,Jednota",424,"Lipt.Revúce,Vyšná Revúca,Pilná",104,1
426,"Lipt.Štiavnica,,pri kaplnke",303,"Lipt.Štiavnica,,garáž SAD",60,0.2
426,"Lipt.Štiavnica,,pri kaplnke",405,"Lipt.Štiavnica,,mlyn",54,1
427,"Kvačany,,garáž SAD",78,"Kvačany,Dlhá Lúka",108,1
427,"Kvačany,,garáž SAD",79,"Kvačany,,RD",90,0.2
427,"Kvačany,,garáž SAD",80,"Kvačany,,ZŠ",114,1
428,"Lazisko,,garáž SAD",81,"Lazisko,,Droppa",69,0.2
429,"Lipt.Sliače,Vyšný Sliač,družstvo",313,"Lipt.Sliače,Vyšný Sliač,garáž",70,1
429,"Lipt.Sliače,Vyšný Sliač,družstvo",407,"Lipt.Sliače,Stredný Sliač,Dom smútku",100,1
430,"Lipt.Matiašovce,,kaplnka",96,"Lipt.Matiašovce,,SSC",162,2
430,"Lipt.Matiašovce,,kaplnka",101,"Lipt.Matiašovce,Vyšné Matiašovce",90,1
430,"Lipt.Matiašovce,,kaplnka",102,"Lipt.Matiašovce,,pož.zbroj.",72,0.2
431,"Lipt.Hrádok,,Alcatel",120,"Lipt.Hrádok,,ZŠ",144,0.7
431,"Lipt.Hrádok,,Alcatel",123,"Lipt.Hrádok,,žel.st.",370,1.9
431,"Lipt.Hrádok,,Alcatel",138,"Lipt.Hrádok,,SOUE",54,0.2
432,"Huty,,Dolinky",58,"Huty,,ZŠ",54,1
432,"Huty,,Dolinky",59,"Huty,,rázc.na Malé Borové",81,1
433,"Komjatná,Studničná,Panská lúka",277,"Komjatná,Studničná",59,0.2
433,"Komjatná,Studničná,Panská lúka",367,"Valaská Dubová,,u Drobúľa",216,3
436,"Lipt.Mikuláš,,Močiare Voj.akad.",136,"Lipt.Mikuláš,Demänová,rázc.",108,1
436,"Lipt.Mikuláš,,Močiare Voj.akad.",143,"Lipt.Mikuláš,,lekáre�?",216,3
436,"Lipt.Mikuláš,,Močiare Voj.akad.",148,"Lipt.Mikuláš,Palúdzka,ZŠ",187,2
437,"Lipt.Mikuláš,,ul.Štúrova MsÚ",135,"Lipt.Mikuláš,,centrum",162,1
438,"Stankovany,Rojkov,bar",359,"Stankovany,Rojkov",74,0.2
439,"Žiar,,Dolinky",240,"Žiar,,Juráš",54,1
439,"Žiar,,Dolinky",243,"Žiar,,rekr.str.",65,0.2
440,"Lipt.Mikuláš,,Aqua Park",163,"Lipt.Trnovec,,rázc.",148,2
440,"Lipt.Mikuláš,,Aqua Park",393,"Lipt.Trnovec,,ATC",162,2
440,"Lipt.Mikuláš,,Aqua Park",409,"Lipt.Mikuláš,Lipt.Ondrašová,most",120,2
441,"Ružomberok,Biely Potok,Rave�?",342,"Ružomberok,Biely Potok,pri moste",54,1
441,"Ružomberok,Biely Potok,Rave�?",358,"Ružomberok,,Vápenka",48,0.2
442,"Ružomberok,Biely Potok,Do Uhliska",339,"Ružomberok,Biely Potok,Kovostav",54,1
442,"Ružomberok,Biely Potok,Do Uhliska",342,"Ružomberok,Biely Potok,pri moste",62,1
443,"Ružomberok,Biely Potok,Trlenská dolina",338,"Ružomberok,Biely Potok,Bohunka",42,0.2
443,"Ružomberok,Biely Potok,Trlenská dolina",339,"Ružomberok,Biely Potok,Kovostav",50,1
443,"Ružomberok,Biely Potok,Trlenská dolina",340,"Ružomberok,Biely Potok,Podsuchá",176,4
443,"Ružomberok,Biely Potok,Trlenská dolina",342,"Ružomberok,Biely Potok,pri moste",135,2
445,"Lisková,,križ.",307,"Lipt.Sliače,Nižný Sliač,Smištík",108,2
445,"Lisková,,križ.",316,"Lipt.Sliače,,rázc.",61,1
445,"Lisková,,križ.",319,"Lisková,,kult.dom",169,1
445,"Lisková,,križ.",343,"Ružomberok,,Celulózka",111,2
446,"Banská Bystrica,Jakub,Nový Svet II.",2,"Banská Bystrica,,Strieborné nám.",338,5
446,"Banská Bystrica,Jakub,Nový Svet II.",3,"Banská Bystrica,Uľanka",144,2
447,"Banská Bystrica,,EUROPA SC",1,"Banská Bystrica,,AS",284,2
448,"Lipt.Ján,,hotel Bystrá",127,"Lipt.Ján,,zot.Ďumbier",108,1
448,"Lipt.Ján,,hotel Bystrá",449,"Lipt.Ján,,Alexandra Wellness Hotel",144,0.2
449,"Lipt.Ján,,Alexandra Wellness Hotel",448,"Lipt.Ján,,hotel Bystrá",90,0.2
450,"Ružomberok,,Rove�? Poľná",406,"Ružomberok,,Supra-vily",135,0.2
451,"Ružomberok,,Rove�? Vojenská nem.",353,"Ružomberok,,Sihoť ZŠ",54,1
451,"Ružomberok,,Rove�? Vojenská nem.",355,"Ružomberok,,Supra",162,1
451,"Ružomberok,,Rove�? Vojenská nem.",406,"Ružomberok,,Supra-vily",189,0.2
451,"Ružomberok,,Rove�? Vojenská nem.",450,"Ružomberok,,Rove�? Poľná",54,0.2
452,"Stankovany,,Strakov",322,"Ľuboch�?a,,Korbelka",54,1
453,"Lipt.Ján,,ul.Starojánska ZŠ",124,"Lipt.Ján,,Jednota",54,1
453,"Lipt.Ján,,ul.Starojánska ZŠ",212,"Uhorská Ves,,centrum",108,1
454,"Demänovská Dolina,,Wellness hotel Chopok",37,"Demänovská Dolina,,Ľadová jasky�?a",62,0.2
455,"Lipt.Mikuláš,,Rachmaninovo nám.",152,"Lipt.Mikuláš,,LIDL",113,1
458,"Komjatná,,Pod Strá�?ou",278,"Komjatná,,ZŠ",40,0.2
459,"Ružomberok,,evanjelický kostol",337,"Ružomberok,,AS",270,0.2
461,"Smrečany,,bytovky",151,"Lipt.Mikuláš,Vitálišovce",158,3
461,"Smrečany,,bytovky",200,"Smrečany,,Širica",58,0.2
463,"Lipt.Mikuláš,,St.NICOLAUS",155,"Lipt.Mikuláš,,STOP SHOP",121,1
464,"Beše�?ová,,Sihoť",17,"Beše�?ová,,hotel Sumit",54,0.2
464,"Beše�?ová,,Sihoť",369,"Lipt.Teplá,,Prefa",42,1
464,"Beše�?ová,,Sihoť",465,"Beše�?ová,,bytovka 109",54,0.2
465,"Beše�?ová,,bytovka 109",16,"Beše�?ová,,Jednota",108,0.2
465,"Beše�?ová,,bytovka 109",94,"Potok,,OcÚ",148,2
465,"Beše�?ová,,bytovka 109",128,"Lipt.Michal,,Jednota",54,1
467,"Lipt.Mikuláš,,ul.Štefánikova",401,"Lipt.Mikuláš,,AS",120,1
468,"Ludrová,,otočka",330,"Ludrová,,č.d.155",137,0.2
469,"Lipt.Osada,,pekáre�?",295,"Lipt.Osada,,Jednota",54,0.2
469,"Lipt.Osada,,pekáre�?",301,"Lipt.Osada,,č.d.113",94,1
469,"Lipt.Osada,,pekáre�?",340,"Ružomberok,Biely Potok,Podsuchá",248,5
337,"Ružomberok,,AS",470,Garáž RK,300,2
470,Garáž RK,337,"Ružomberok,,AS",300,2
401,"Lipt.Mikuláš,,AS",471,Garáž LM,180,2
471,Garáž LM,401,"Lipt.Mikuláš,,AS",180,2
337,"Ružomberok,,AS",460,"Ružomberok,,Nám. A.Hlinku",420,2
460,"Ružomberok,,Nám. A.Hlinku",337,"Ružomberok,,AS",480,2
